created_at_est,polarity,tweet
2021-05-20 10:06:50-04:00,1,@DogecoinRise @TeslaGong Es wurde mir in deutschland gegeben
2021-05-20 09:55:42-04:00,1,"@TeslaGong That is my gaming laptop, which has never had a sticker until now"
2021-05-20 09:49:59-04:00,1,"@Teslarati Diess is right. Hydrogen is a staggeringly dumb form of energy storage for cars. Barely worth considering it for a rocket upper stage, which is its most compelling use."
2021-05-20 04:47:54-04:00,0,Tesla Model S Plaid delivery event June 3 at our California factory  Fastest production car ever 0 to 60mph in under 2 secs
2021-05-19 22:38:13-04:00,0,@TeslaNY @Petersen_Museum @Tesla Production article will look different (better)
2021-05-19 11:35:44-04:00,0,Tesla has 💎 🙌
2021-05-17 02:49:52-04:00,0,"@BTC_Archive To clarify speculation, Tesla has not sold any Bitcoin"
2021-05-16 13:59:47-04:00,0,@TeslaHype Coming soon. Sorry for the delay!
2021-05-14 01:35:32-04:00,1,@teslaownersSV 3/4 of the way around the Earth
2021-05-12 18:59:14-04:00,0,Tesla &amp; Bitcoin  https://t.co/YSswJmVZhP
2021-05-11 05:06:35-04:00,0,Do you want Tesla to accept Doge?
2021-05-08 03:58:32-04:00,0,@PPathole @ericrihlmann @Tesla @nbcsnl @TimesSquareNYC @nycgov It pretty much looks like this
2021-05-08 03:35:36-04:00,1,@ericrihlmann @Tesla @nbcsnl @TimesSquareNYC @nycgov Great pic
2021-05-07 04:22:02-04:00,0,@Teslarati @13ericralph31 Might try to refly SN15 soon
2021-05-02 19:10:02-04:00,0,@heydave7 @Tesla A remarkable junction in history
2021-04-29 19:12:17-04:00,1,@teslaownersSV Was using this in my car last night
2021-04-29 19:09:56-04:00,1,@teslaownersSV FSD display V9.0 will show actual probability distribution of objects – true mind’s eye of the neural net. This is so cool!
2021-04-29 19:03:47-04:00,0,@adamcarter @teslaownersSV @TeslaNY @Tesla True. Anyone paying attention to the rate of improvement will realize that Tesla Autopilot/FSD is already superhuman for highway driving &amp; swiftly getting there for city streets.
2021-04-28 22:00:51-04:00,1,"@jgrano305 @tobyliiiiiiiiii @teslaownersSV @TeslaNY @Tesla Hopefully, later this year for several more states. Insurance is different for almost every state in America &amp; regulatory approvals take time."
2021-04-28 21:58:26-04:00,0,@tobyliiiiiiiiii @teslaownersSV @TeslaNY @Tesla And hopefully EU this summer
2021-04-28 21:57:40-04:00,1,@tobyliiiiiiiiii @teslaownersSV @TeslaNY @Tesla Probably a few months. There are many subtle differences between US &amp; Canada driving.
2021-04-28 21:55:04-04:00,0,@teslaownersSV @TeslaNY @Tesla Gating factor is achieving &amp; proving higher safety with pure vision than with vision+radar. We are almost there.  FSD Beta V9.0 will blow your mind.
2021-04-28 20:58:15-04:00,0,@teslaownersSV @TeslaNY @Tesla Probably two weeks
2021-04-28 20:50:34-04:00,1,@TeslaNY @Tesla Good technical analysis
2021-04-28 18:43:07-04:00,0,@WR4NYGov @garyblack00 @Tesla @WholeMarsBlog 🤣🤣 exactly
2021-04-27 19:25:29-04:00,0,"@garyblack00 Other companies spend money on advertising &amp; manipulating public opinion, Tesla focuses on the product.   I trust the people."
2021-04-26 20:08:01-04:00,1,"@stoolpresidente No, you do not. I have not sold any of my Bitcoin. Tesla sold 10% of its holdings essentially to prove liquidity of Bitcoin as an alternative to holding cash on balance sheet."
2021-04-26 19:47:23-04:00,0,"@Orangetilt Yeah, roughly 200MW/km^2 using currently available solar panels.   What’s really amazing is that you can store all energy needed to power a continent overnight with 1 square kilometer of stacked Tesla Megapacks!"
2021-04-22 17:13:50-04:00,0,"@AstroJordy I’m staying at a friend’s place in Florida that is 85% powered by Tesla Solar Roof + Powerwall.   When grid power goes down, air-conditioning automatically turns off in some of the house. Computers &amp; lights don’t even flicker. Owner says he doesn’t notice."
2021-04-22 02:55:03-04:00,0,"@JohnnaCrider1 @WholeMarsBlog If Tesla owners are “conspiracy theorists”, then it would be fair to call them “advertising salespeople masquerading as truthtellers”.   If that’s an unfair criticism, a simple rebuttal would be to show their articles per fatality for all automakers. Tesla is  ~0.02% of deaths …"
2021-04-22 02:42:17-04:00,1,Tesla Solar + Powerwall battery enables consumers to be their own utility
2021-04-22 02:07:54-04:00,1,"Powerwall 2 peak &amp; steady power capability is better than advertised.   Now that we have lots of operational data, Tesla can unlock higher capabilities for free via software update next month.   Depending on production date, power increase power may be &gt;50% at 30C ambient temp."
2021-04-21 22:20:43-04:00,1,"Starting next week, Tesla Solar Panels &amp; Solar Roof will only be sold as an integrated product *with* Tesla Powerwall battery"
2021-04-21 12:23:27-04:00,1,@TeslaNY Sandy Munro knows what he’s talking about
2021-04-21 00:53:41-04:00,1,@teslaownersSV cgi irl!
2021-04-21 00:44:12-04:00,0,"@PPathole @Tesla @SpaceX I could get a job, just not at an Internet company (weren’t many back then)"
2021-04-18 23:03:00-04:00,1,@teslaownersSV @SpaceX @NASA @considercosmos Support for humanity’s future in space is super appreciated. Let’s make the sci-fi future we want real!
2021-04-17 19:38:36-04:00,1,@WholeMarsBlog Passive Autopilot (sometimes called active safety) comes standard on all Teslas
2021-04-17 19:25:03-04:00,0,Tesla with Autopilot engaged now approaching 10 times lower chance of accident than average vehicle
2021-04-17 01:44:09-04:00,1,@WhatsupFranks Great progress by Tesla team
2021-04-15 01:12:57-04:00,1,"@RationalEtienne @F9Block5 While perhaps obvious in hindsight, it turns out that the only way to solve self-driving is to solve a big part of real-world AI. That is what Tesla is doing, both in hardware &amp; software.  Unless a company is good at AI with tight compute, it’s hopeless. This is insanely hard."
